Name,overall,position,age,height,weight,intl_rep,pace,dribbling,shooting,passing,defending,physicality,pref_foot
Takashi Inui,91,LM,30,169,63,1,95,97,95,94,50,80,Right
Takashi Inui,78,LM,30,169,63,1,83,86,69,73,37,58,Right
Lazaros Christodoulopoulos,75,LM,31,183,78,1,76,77,75,73,54,68,Right
Mohamed Elyounoussi,78,LM,24,178,70,1,85,79,71,76,39,65,Right
Wahbi Khazri,78,LM,27,182,76,1,76,78,78,76,43,68,Right
El??as Hern?°ndez,84,LM,30,171,65,1,81,88,84,87,61,69,Right
Richarlison de Andrade,76,LM,21,181,70,1,85,80,72,63,26,76,Right
Wahbi Khazri,78,LM,27,182,76,1,76,78,78,76,43,68,Right
Richarlison de Andrade,81,LM,21,181,70,1,87,87,82,73,32,82,Right
Fabi?°n Castillo,75,LM,26,173,68,1,93,82,71,63,44,65,Right
Joaqu??n Correa,76,LM,24,188,77,1,78,77,70,73,33,63,Right
Denis Bouanga,82,LM,23,180,71,1,86,86,87,78,35,70,Left
Jonathan Bamba,78,LM,22,175,72,1,87,79,78,70,44,69,Right
V??ctor Mach??n P?©rez,83,LM,28,184,80,2,80,82,77,79,28,76,Right
Taison Barcellos Freda,82,LM,30,172,64,2,92,85,79,75,47,63,Right
Kevin Mirallas,81,LM,31,182,72,2,83,83,77,77,46,65,Right
Armindo Tu?© Na Bangna,81,LM,23,173,70,2,93,85,71,73,34,65,Right
Roberto Soriano,80,LM,27,182,76,2,77,80,77,80,63,73,Right
Oleg Shatov,80,LM,28,173,73,2,88,81,73,77,47,68,Right
Julian Brandt,80,LM,22,183,82,2,82,83,73,76,26,61,Right
Michael Krohn-Dehli,79,LM,35,170,68,2,67,77,75,82,64,66,Right
Fabian Johnson,79,LM,30,183,74,2,87,78,67,76,70,70,Right
Paul-Georges Ntep,79,LM,26,180,75,2,89,82,74,73,26,72,Right
Serge Gnabry,79,LM,23,175,75,2,90,82,76,71,43,67,Right
Denis Cheryshev,79,LM,27,179,74,2,80,79,74,75,56,70,Left
Marcos Acu?±a,79,LM,26,172,69,2,84,80,72,78,57,76,Left
Jo?£o Natailton Ramos dos Santos,78,LM,29,166,61,2,90,78,74,75,56,51,Left
Rafael A. Ferreira Silva,78,LM,25,171,66,2,92,82,66,71,35,45,Right
Jefferson Montero,78,LM,29,169,64,2,90,81,68,73,31,65,Right
Scott Sinclair,77,LM,29,173,63,2,91,79,74,68,33,66,Right
Eric Maxim Choupo-Moting,77,LM,29,191,91,2,77,82,73,68,36,72,Right
Leonardo Spinazzola,76,LM,25,186,75,2,82,78,63,71,65,77,Right
Aiden McGeady,75,LM,32,177,71,2,77,81,71,72,42,62,Right
Caiuby Fr. da Silva,75,LM,30,184,85,2,83,73,70,69,32,78,Right
Armindo Tu?© Na Bangna,81,LM,23,173,70,2,93,85,71,73,34,65,Right
Julian Brandt,83,LM,22,183,82,2,85,86,81,84,30,64,Right
Emil Forsberg,89,LM,26,179,78,2,83,89,88,92,34,72,Right
Leroy San?©,87,LM,22,183,75,2,96,91,84,85,37,76,Left
Marcus Rashford,84,LM,20,185,70,2,94,86,85,79,43,79,Right
Yunus Malli,82,LM,26,179,72,2,80,85,77,82,40,65,Right
Gonzalo Castro,81,LM,34,178,70,2,78,86,80,81,46,65,Left
Filip Kostic,82,LM,25,184,82,2,90,84,77,80,40,77,Left
Kingsley Coman,83,LM,22,178,71,2,95,89,81,80,24,65,Right
Quincy Promes,84,LM,26,174,72,2,90,86,84,80,32,70,Right
Serge Gnabry,82,LM,23,175,75,2,91,86,83,80,48,71,Right
Eric Maxim Choupo-Moting,82,LM,29,191,91,2,84,91,81,76,44,80,Right
Martin Braithwaite,82,LM,27,177,77,2,88,83,82,80,42,83,Right
Jos?© Izquierdo,82,LM,26,171,75,2,94,88,80,75,35,70,Right
V??ctor Mach??n P?©rez,83,LM,28,184,80,2,80,82,77,79,28,76,Right
Kevin Mirallas,81,LM,31,182,72,2,83,83,77,77,46,65,Right
Franco Cervi,82,LM,24,166,62,2,91,87,77,80,50,60,Left
Nolan Roux,79,LM,30,182,81,2,78,80,82,76,40,75,Right
Paul-Georges Ntep,79,LM,26,180,75,2,89,82,74,73,26,72,Right
Paul-Georges Ntep,79,LM,26,180,75,2,89,82,74,73,26,72,Right
Michael Krohn-Dehli,79,LM,35,170,68,2,67,77,75,82,64,66,Right
Marcos Paulo Mesquita Lopes,81,LM,22,174,68,2,83,86,78,80,34,60,Left
?âdson Puch,81,LM,32,168,73,2,86,83,80,76,43,68,Right
Marcus Rashford,81,LM,20,185,70,2,92,82,78,74,39,74,Right
Eric Maxim Choupo-Moting,78,LM,29,191,91,2,77,82,74,70,36,74,Right
Manuel H. Tavares Fernandes,85,LM,32,176,75,2,84,88,86,86,74,77,Right
Thorgan Hazard,82,LM,25,174,69,2,82,85,79,81,38,67,Right
Diego Rigonato Rodrigues,75,LM,30,178,79,2,74,75,73,77,47,64,Left
Oussama Assaidi,75,LM,30,177,69,2,82,81,70,68,32,52,Right
Marcus Rashford,84,LM,20,185,70,2,94,86,85,79,43,79,Right
Yannick Bolasie,85,LM,29,188,84,2,93,92,78,78,34,85,Right
Aiden McGeady,76,LM,32,177,71,2,78,85,73,74,43,63,Right
Lucas Ocampos,81,LM,24,187,84,2,83,83,79,80,50,71,Right
Oleg Shatov,80,LM,28,173,73,2,88,81,73,77,47,68,Right
Blerim D?æemaili,82,LM,32,179,73,2,70,80,83,81,71,79,Right
Quincy Promes,86,LM,26,174,72,2,91,90,86,82,36,75,Right
Thorgan Hazard,84,LM,25,174,69,2,84,87,83,84,40,69,Right
Kamil Grosicki,81,LM,30,180,78,2,89,83,83,79,37,66,Right
Rodolfo Pizarro,81,LM,24,173,64,2,90,80,77,78,75,76,Right
Viktor Fischer,81,LM,24,180,71,2,83,82,80,81,39,70,Right
Daniel Ginczek,81,LM,27,190,87,2,73,72,83,65,40,84,Right
Thorgan Hazard,91,LM,25,174,69,2,90,93,91,92,48,78,Right
Quincy Promes,94,LM,26,174,72,2,97,96,95,92,42,84,Right
Viktor Fischer,84,LM,24,180,71,2,86,85,83,85,42,75,Right
Oleg Shatov,83,LM,28,173,73,2,91,87,79,83,49,71,Right
Oussama Assaidi,81,LM,30,177,69,2,88,84,77,72,34,60,Right
Siphiwe Tshabalala,81,LM,34,170,65,2,82,83,79,80,38,69,Left
Fabian Johnson,82,LM,30,183,74,2,90,84,74,82,73,73,Right
Hirving Lozano,91,LM,23,175,70,2,99,95,94,91,52,81,Right
Denis Cheryshev,87,LM,27,179,74,2,87,85,87,83,58,77,Left
Nacer Chadli,88,LM,29,187,80,2,86,90,88,86,48,86,Right
Emil Forsberg,89,LM,26,179,78,2,83,89,88,92,34,72,Right
Denis Cheryshev,89,LM,27,179,74,2,89,88,91,86,60,80,Left
Leonardo Spinazzola,76,LM,25,186,75,2,82,78,63,71,65,77,Right
Serge Gnabry,79,LM,23,175,75,2,90,82,76,71,43,67,Right
Miralem Sulejmani,81,LM,29,178,73,2,86,85,80,82,40,64,Left
Kevin Mirallas,81,LM,31,182,72,2,83,83,77,77,46,65,Right
Bernard An??cio Caldeira Duarte,79,LM,26,164,57,2,88,83,70,75,40,44,Right
Denis Cheryshev,79,LM,27,179,74,2,80,79,74,75,56,70,Left
Viktor Fischer,86,LM,24,180,71,2,88,88,86,88,44,77,Right
Ahmed Musa,84,LM,25,176,65,2,96,86,87,75,33,65,Right
Yannick Carrasco,85,LM,25,180,67,3,88,87,79,78,29,63,Right
Ivan Peri?°iƒá,84,LM,29,186,79,3,84,81,80,78,42,75,Right
Mathieu Valbuena,84,LM,34,167,63,3,83,86,78,83,35,57,Right
Nicol?°s Gait?°n,83,LM,30,173,68,3,81,84,74,81,39,55,Left
Thomas Lemar,83,LM,22,170,58,3,85,86,77,80,62,70,Left
Samir Nasri,82,LM,31,175,75,3,78,84,76,81,38,59,Right
Marko Arnautoviƒá,82,LM,29,192,83,3,77,81,74,79,53,80,Right
Yacine Brahimi,82,LM,28,175,66,3,80,89,73,76,33,56,Right
Douglas Costa de Souza,82,LM,28,170,65,3,92,84,77,77,32,64,Left
Heung Min Son,82,LM,26,183,77,3,86,83,82,75,25,66,Right
Anthony Martial,82,LM,22,181,76,3,91,85,79,70,41,74,Right
Rapha?´l Guerreiro,81,LM,24,170,71,3,77,83,75,81,74,63,Left
Salomon Kalou,80,LM,33,184,77,3,68,84,78,73,33,62,Right
Andr?© Sch?ºrrle,80,LM,27,184,73,3,83,79,82,74,38,70,Right
Hakan ?áalhanoƒülu,79,LM,24,178,76,3,69,78,80,81,41,56,Right
Ryan Babel,75,LM,31,185,85,3,81,79,73,67,34,70,Right
Yacine Brahimi,85,LM,28,175,66,3,83,90,79,82,38,61,Right
Douglas Costa de Souza,86,LM,28,170,65,3,96,92,82,86,37,68,Left
Marko Arnautovic,84,LM,29,192,83,3,79,84,80,82,56,82,Right
Yannick Carrasco,90,LM,25,180,67,3,90,91,85,81,35,75,Right
Alejandro G??mez,84,LM,30,165,68,3,90,88,77,80,31,58,Right
Dimitri Payet,87,LM,31,175,77,3,82,90,85,90,40,73,Right
Danny Welbeck,83,LM,27,185,73,3,87,83,83,77,39,81,Right
Ivan Peri?°ic,87,LM,29,186,79,3,87,86,85,84,45,80,Right
Heung Min Son,86,LM,26,183,77,3,89,87,87,81,32,71,Right
Thomas Lemar,85,LM,22,170,58,3,87,88,82,85,65,72,Left
Salomon Kalou,83,LM,33,184,77,3,71,88,83,78,36,66,Right
Ryan Babel,81,LM,31,185,85,3,87,85,81,74,40,78,Right
Yacine Brahimi,87,LM,28,175,66,3,86,91,84,86,41,66,Right
Heung Min Son,87,LM,26,183,77,3,90,89,89,83,35,73,Right
Henrikh Mkhitaryan,86,LM,29,177,75,3,87,88,81,84,55,71,Right
Marco Asensio Willemsen,86,LM,22,180,75,3,80,86,84,86,42,64,Left
Heung Min Son,83,LM,26,183,77,3,86,84,83,76,29,67,Right
Anthony Martial,83,LM,22,181,76,3,91,86,81,71,41,75,Right
Ivan Peri?°ic,86,LM,29,186,79,3,86,84,81,80,43,76,Right
Douglas Costa de Souza,83,LM,28,170,65,3,93,88,77,78,32,64,Left
Thomas Lemar,84,LM,22,170,58,3,85,87,78,82,62,71,Left
Yacine Brahimi,84,LM,28,175,66,3,81,89,75,78,34,59,Right
Ryan Babel,78,LM,31,185,85,3,81,79,78,70,34,72,Right
Anthony Martial,83,LM,22,181,76,3,91,86,81,71,41,75,Right
Christian Eriksen,91,LM,26,182,76,3,79,89,87,93,51,68,Right
Ricardo Andrade Quaresma Bernardo,87,LM,35,175,67,3,87,93,84,90,28,66,Right
Ivan Peri?°iƒá,88,LM,29,186,79,3,88,87,87,87,46,81,Right
Salomon Kalou,80,LM,33,184,77,3,68,84,78,73,33,62,Right
Danny Welbeck,83,LM,27,185,73,3,87,83,83,77,39,81,Right
Jorge Resurrecci??n,86,LM,26,178,74,3,73,83,78,87,67,77,Right
Douglas Costa de Souza,85,LM,28,170,65,3,95,90,80,84,35,67,Left
Ryan Babel,84,LM,31,185,85,3,90,88,85,78,42,81,Right
Thomas Lemar,91,LM,22,170,58,3,91,95,88,92,68,79,Left
Heung Min Son,92,LM,26,183,77,3,95,95,94,87,40,85,Right
Douglas Costa de Souza,86,LM,28,170,65,3,96,92,82,86,37,68,Left
Yacine Brahimi,91,LM,28,175,66,3,92,96,90,91,48,73,Right
Francisco Rom?°n Alarc??n Su?°rez,97,LM,26,176,74,3,88,99,97,97,70,85,Right
Thomas Lemar,92,LM,22,170,58,3,92,97,91,94,70,81,Left
Anthony Martial,83,LM,22,181,76,3,91,86,81,71,41,75,Right
Lu??s Carlos Almeida da Cunha,83,LM,31,175,66,3,81,86,79,81,24,64,Right
Anthony Martial,91,LM,22,181,76,3,95,94,92,88,45,88,Right
Andr?© Sch?ºrrle,80,LM,27,184,73,3,83,79,82,74,38,70,Right
Lu??s Carlos Almeida da Cunha,86,LM,31,175,66,3,85,88,86,86,32,68,Right
Ivan Peri?°iƒá,89,LM,29,186,79,3,90,89,90,89,57,84,Right
Robert Pir?®s,91,LM,44,187,74,4,88,89,82,88,40,64,Right
Marc Overmars,90,LM,45,173,72,4,95,89,82,81,47,67,Left
Alexis S?°nchez,89,LM,29,169,62,4,86,89,84,80,40,78,Right
Robert Pir?®s,88,LM,44,187,74,4,88,86,80,86,40,62,Right
Franck Rib?©ry,86,LM,35,170,72,4,82,89,76,83,25,58,Right
Marco Reus,86,LM,29,180,75,4,88,85,87,84,39,64,Right
Franck Rib?©ry,92,LM,35,170,72,4,90,91,84,86,30,70,Right
Andr?©s Iniesta Luj?°n,88,LM,34,171,68,4,72,91,73,89,59,60,Right
Alexis S?°nchez,92,LM,29,169,62,4,90,92,91,86,44,83,Right
Alexis S?°nchez,89,LM,29,169,62,4,86,89,84,80,40,78,Right
Franck Rib?©ry,87,LM,35,170,72,4,83,91,81,84,26,59,Right
Andr?©s Iniesta Luj?°n,90,LM,34,171,68,4,75,93,79,93,61,62,Right
Franck Rib?©ry,94,LM,35,170,72,4,96,98,91,93,53,70,Right
James Rodr??guez,95,LM,27,180,75,4,87,96,96,98,52,86,Left
Alexis S?°nchez,97,LM,29,169,62,4,95,98,97,93,50,92,Right
Maximilian Philipp,81,LW,24,183,76,1,85,86,81,77,38,72,Right
Lautaro Acosta,78,LW,30,169,67,1,93,80,72,70,33,55,Right
Fran?ßois Kamano,75,LW,22,175,77,1,90,77,72,65,32,63,Right
Andr?©s Ibarg?ºen,75,LW,26,168,64,1,90,78,65,68,26,47,Right
Justin Kluivert,79,LW,19,171,66,1,89,88,73,75,46,74,Right
Ryan Sessegnon,76,LW,18,178,70,1,86,73,74,70,67,70,Left
Andr?©s Ibarg?ºen,75,LW,26,168,64,1,90,78,65,68,26,47,Right
Richarlison de Andrade,76,LW,21,181,70,1,85,80,72,63,26,76,Right
Federico Di Francesco,76,LW,24,178,75,1,84,81,66,73,31,57,Right
Pione Sisto,77,LW,23,171,64,1,85,80,74,72,52,67,Right
Justin Kluivert,75,LW,19,171,66,1,86,81,72,67,36,64,Right
Ryan Sessegnon,87,LW,18,178,70,1,92,88,85,86,76,79,Left
Kenan Kodro,78,LW,25,187,77,1,70,76,80,70,38,79,Right
Ryan Sessegnon,87,LW,18,178,70,1,92,88,85,86,76,79,Left
Ante Rebiƒá,81,LW,25,182,80,1,83,84,85,74,36,79,Right
Justin Kluivert,75,LW,19,171,66,1,86,81,72,67,36,64,Right
Federico Di Francesco,76,LW,24,178,75,1,84,81,66,73,31,57,Right
Keita Bald?© Diao,82,LW,23,184,80,2,92,86,76,72,29,70,Right
Leroy San?©,82,LW,22,183,75,2,94,85,77,72,34,70,Left
Ignacio Piatti,80,LW,33,180,76,2,76,85,80,73,49,73,Right
Adem Ljajiƒá,79,LW,27,182,74,2,80,84,74,76,32,62,Right
Yevhen Konoplyanka,79,LW,29,178,78,2,86,81,76,76,30,58,Right
Sofiane Boufal,79,LW,25,170,60,2,82,85,71,72,36,43,Right
Eljero Elia,78,LW,31,179,77,2,90,84,71,69,31,67,Right
M'Baye Niang,78,LW,23,184,75,2,89,81,75,69,26,67,Right
Jos?© Izquierdo,78,LW,26,171,75,2,93,81,73,67,27,62,Right
Hirving Lozano,78,LW,23,175,70,2,93,81,72,71,34,61,Right
Cyril Th?©r?©au,77,LW,35,189,79,2,72,77,78,71,27,71,Right
Dorlan Pab??n,77,LW,30,168,73,2,88,78,79,71,41,81,Right
Lucas Ocampos,76,LW,24,187,84,2,78,77,70,74,48,66,Right
Keita Bald?© Diao,82,LW,23,184,80,2,92,86,76,72,29,70,Right
Amin Younes,84,LW,25,168,70,2,88,92,77,84,34,73,Right
Leroy San?©,87,LW,22,183,75,2,95,90,87,83,40,80,Left
Sofiane Boufal,82,LW,25,170,60,2,85,89,81,76,40,48,Right
Cristian Tello Herrera,81,LW,27,178,65,2,92,86,79,79,34,66,Right
Federico Chiesa,81,LW,20,175,70,2,87,86,78,76,36,66,Right
Leroy San?©,84,LW,22,183,75,2,94,86,79,76,34,72,Left
Hirving Lozano,79,LW,23,175,70,2,93,81,75,72,34,61,Right
Avil?©s Hurtado,78,LW,31,171,65,2,91,79,75,72,46,71,Right
Leroy San?©,86,LW,22,183,75,2,95,88,83,80,36,75,Left
M'Baye Niang,78,LW,23,184,75,2,89,81,75,69,26,67,Right
Leroy San?©,93,LW,22,183,75,2,98,97,91,93,46,87,Left
Diogo Jos?© Teixeira da Silva,86,LW,21,178,70,2,88,89,85,75,49,76,Right
Junior Hoilett,82,LW,28,173,70,2,94,84,81,83,35,71,Right
Leroy San?©,93,LW,22,183,75,2,98,97,91,93,46,87,Left
Ignacio Piatti,83,LW,33,180,76,2,79,87,83,83,51,76,Right
Leroy San?©,87,LW,22,183,75,2,96,91,84,85,37,76,Left
Avil?©s Hurtado,91,LW,31,171,65,2,96,93,92,86,53,82,Right
Max Gradel,81,LW,30,177,70,2,89,84,83,78,47,64,Right
M'Baye Niang,82,LW,23,184,75,2,93,86,82,75,28,70,Right
Jos?© Izquierdo,82,LW,26,171,75,2,95,86,80,77,30,72,Right
Ignacio Piatti,85,LW,33,180,76,2,84,90,87,87,54,78,Right
Keita Bald?© Diao,82,LW,23,184,80,2,92,86,76,72,29,70,Right
Sofiane Boufal,79,LW,25,170,60,2,82,85,71,72,36,43,Right
Philippe Coutinho Correia,86,LW,26,171,68,3,82,88,78,83,35,64,Right
Lorenzo Insigne,85,LW,27,163,59,3,90,89,74,82,25,50,Right
Dimitri Payet,84,LW,31,175,77,3,75,87,78,86,37,70,Right
Julian Draxler,84,LW,25,187,72,3,78,86,80,82,34,64,Right
Sadio Man?©,84,LW,26,175,69,3,93,85,78,74,36,75,Right
Lu??s Carlos Almeida da Cunha,83,LW,31,175,66,3,81,86,79,81,24,64,Right
Gerard Deulofeu L?°zaro,82,LW,24,173,74,3,93,87,70,75,26,61,Right
Stephan El Shaarawy,80,LW,25,178,72,3,87,84,75,70,31,58,Right
Memphis Depay,80,LW,24,176,78,3,89,83,77,72,30,77,Right
Stephan El Shaarawy,83,LW,25,178,72,3,89,88,81,75,37,63,Right
Sadio Man?©,87,LW,26,175,69,3,95,89,83,80,45,81,Right
Gerard Deulofeu L?°zaro,88,LW,24,173,74,3,95,90,80,80,32,76,Right
Memphis Depay,87,LW,24,176,78,3,92,88,86,82,40,85,Right
Marco Asensio Willemsen,86,LW,22,180,75,3,80,86,84,86,42,64,Left
Stephan El Shaarawy,83,LW,25,178,72,3,89,88,81,75,37,63,Right
Lorenzo Insigne,88,LW,27,163,59,3,91,92,80,86,26,53,Right
Memphis Depay,83,LW,24,176,78,3,91,85,83,79,35,80,Right
Philippe Coutinho Correia,87,LW,26,171,68,3,83,89,80,86,36,66,Right
Julian Draxler,86,LW,25,187,72,3,80,88,84,86,37,68,Right
Philippe Coutinho Correia,86,LW,26,171,68,3,82,88,78,83,35,64,Right
Philippe Coutinho Correia,88,LW,26,171,68,3,84,91,82,89,37,67,Right
Gerard Deulofeu L?°zaro,82,LW,24,173,74,3,93,87,70,75,26,61,Right
Gerard Deulofeu L?°zaro,82,LW,24,173,74,3,93,87,70,75,26,61,Right
Alex Sandro Lobo Silva,87,LW,27,181,81,3,87,83,69,78,82,85,Left
Sadio Man?©,87,LW,26,175,69,3,95,88,85,83,41,78,Right
Lorenzo Insigne,87,LW,27,163,59,3,90,91,77,84,25,51,Right
Stephan El Shaarawy,81,LW,25,178,72,3,87,85,76,71,31,59,Right
Philippe Coutinho Correia,87,LW,26,171,68,3,82,89,80,84,35,65,Right
Thomas Lemar,92,LW,22,170,58,3,92,97,91,94,70,81,Left
Paulo Dybala,92,LW,24,177,73,3,89,94,92,89,30,73,Left
Jordi Alba Ramos,88,LW,29,170,68,3,94,85,80,82,83,75,Left
Marko Arnautoviƒá,87,LW,29,192,83,3,84,88,86,86,60,87,Right
Dimitri Payet,86,LW,31,175,77,3,81,88,80,89,39,71,Right
Sadio Man?©,90,LW,26,175,69,3,97,92,90,88,46,83,Right
Pierre-Emerick Aubameyang,91,LW,29,187,80,3,99,87,90,82,40,75,Right
Hakan ?áalhanoƒülu,82,LW,24,178,76,3,72,83,86,88,45,60,Right
Lorenzo Insigne,95,LW,27,163,59,3,96,97,90,93,35,70,Right
Memphis Depay,93,LW,24,176,78,3,98,96,95,90,44,89,Right
Francisco Rom?°n Alarc??n Su?°rez,95,LW,26,176,74,3,82,98,94,95,64,78,Right
Lu??s Carlos Almeida da Cunha,90,LW,31,175,66,3,89,93,89,90,28,72,Right
Francisco Rom?°n Alarc??n Su?°rez,96,LW,26,176,74,3,85,99,95,96,67,82,Right
Lu??s Carlos Almeida da Cunha,83,LW,31,175,66,3,81,86,79,81,24,64,Right
Gerard Deulofeu L?°zaro,82,LW,24,173,74,3,93,87,70,75,26,61,Right
Sadio Man?©,88,LW,26,175,69,3,96,89,87,85,43,80,Right
Eden Hazard,90,LW,27,173,76,4,90,92,82,84,32,66,Right
Michael Laudrup,89,LW,54,183,78,4,82,90,77,89,36,62,Right
Marc Overmars,88,LW,45,173,71,4,95,88,81,80,44,64,Left
Marc Overmars,86,LW,45,173,72,4,88,87,78,79,48,65,Left
Eden Hazard,94,LW,27,173,76,4,93,96,90,91,35,75,Right
Eden Hazard,91,LW,27,173,76,4,90,93,83,85,32,68,Right
?Ångel Di Mar??a,87,LW,30,180,75,4,88,89,83,86,49,70,Left
Eden Hazard,95,LW,27,173,76,4,94,97,92,93,37,77,Right
Alexis S?°nchez,92,LW,29,169,62,4,90,92,91,86,44,83,Right
Marco Reus,88,LW,29,180,75,4,90,89,89,88,44,69,Right
C. Ronaldo dos Santos Aveiro,94,LW,33,185,80,5,90,90,93,82,33,80,Right
Ronaldo de Assis Moreira,94,LW,38,180,78,5,92,95,90,91,37,81,Right
Neymar da Silva Santos Jr.,92,LW,26,175,68,5,92,94,84,79,30,60,Right
Thierry Henry,90,LW,41,188,83,5,90,87,88,85,51,77,Right
Thierry Henry,87,LW,41,188,79,5,93,87,82,79,43,68,Right
Neymar da Silva Santos Jr.,95,LW,26,175,68,5,95,98,90,85,33,68,Right
Neymar da Silva Santos Jr.,93,LW,26,175,68,5,93,96,86,81,31,63,Right
Neymar da Silva Santos Jr.,94,LW,26,175,68,5,94,97,88,83,32,66,Right
C. Ronaldo dos Santos Aveiro,99,LW,33,185,80,5,98,98,99,94,50,95,Right
Neymar da Silva Santos Jr.,95,LW,26,175,68,5,95,98,90,85,33,68,Right
Neymar da Silva Santos Jr.,97,LW,26,175,68,5,97,99,98,97,43,82,Right
Neymar da Silva Santos Jr.,97,LW,26,175,68,5,97,99,98,97,43,82,Right
Neymar da Silva Santos Jr.,98,LW,26,175,68,5,98,99,99,98,46,85,Right
Mariano Ferreira Filho,79,RB,32,177,69,1,82,75,64,74,73,75,Right
Victor S?°nchez Mata,78,RB,31,174,72,1,64,72,62,79,79,68,Right
Ander Capa Rodr??guez,78,RB,26,173,70,1,86,76,63,69,72,84,Right
Rick Karsdorp,78,RB,23,182,80,1,87,74,63,72,73,78,Right
Cristiano Piccini,76,RB,26,189,79,1,75,72,36,65,76,75,Right
Jos?© Luis G??mez,76,RB,25,173,63,1,92,74,54,63,70,63,Right
Carlos Mart??nez D??az,76,RB,32,189,79,1,61,66,51,71,77,67,Right
Michel Macedo Rocha Machado,76,RB,28,176,70,1,87,73,51,67,70,80,Right
Paulo S?©rgio Mota,75,RB,27,175,70,1,85,76,49,66,71,69,Right
?Ålvaro Odriozola Arzalluz,80,RB,22,178,74,1,86,67,50,70,78,67,Right
Almamy Tour?©,79,RB,22,183,72,1,78,78,58,75,79,79,Right
Michael Lang,81,RB,27,185,79,1,78,73,78,74,83,84,Right
Frederik S??rensen,81,RB,26,194,88,1,67,70,40,70,81,81,Right
?Ålvaro Odriozola Arzalluz,78,RB,22,178,74,1,84,66,49,67,74,64,Right
Pablo Maffeo Becerra,75,RB,21,173,66,1,85,78,52,67,73,68,Right
Cristiano Piccini,78,RB,26,189,79,1,76,74,41,66,78,80,Right
Jonas Svensson,75,RB,25,170,70,1,80,70,57,70,71,82,Right
L?©o Dubois,81,RB,24,178,65,1,74,81,65,79,81,70,Right
Matthew Lowton,81,RB,29,180,78,1,80,79,67,76,80,82,Right
Jorge Mer?© P?©rez,82,RB,21,182,80,1,74,58,35,58,86,76,Right
Aritz Elustondo,84,RB,24,178,72,1,78,70,47,73,84,80,Right
Trent Alexander-Arnold,76,RB,19,175,69,1,88,76,64,76,73,74,Right
Stefan Lainer,76,RB,26,175,70,1,85,74,73,69,73,77,Right
Jonas Svensson,81,RB,25,170,70,1,85,76,62,80,80,85,Right
Leonardo de Matos Cruz,86,RB,32,182,77,1,86,81,83,84,87,84,Right
Kevin Mbabu,88,RB,23,184,80,1,96,82,58,80,89,93,Right
Felix Beijmo,75,RB,20,185,77,1,89,67,46,70,70,78,Right
L?©o Dubois,84,RB,24,178,65,1,78,85,74,82,85,75,Right
Benjamin Pavard,87,RB,22,186,76,1,85,87,52,85,87,79,Right
?Ålvaro Odriozola Arzalluz,78,RB,22,178,74,1,84,66,49,67,74,64,Right
Ander Capa Rodr??guez,78,RB,26,173,70,1,86,76,63,69,72,84,Right
Benjamin Pavard,90,RB,22,186,76,1,89,93,65,92,91,83,Right
Carlos Mart??nez D??az,76,RB,32,189,79,1,61,66,51,71,77,67,Right
Anton Tinnerholm,78,RB,27,176,75,1,86,70,50,75,78,84,Right
Kevin Mbabu,79,RB,23,184,80,1,93,74,45,71,76,85,Right
Cristiano Piccini,78,RB,26,189,79,1,76,74,41,66,78,80,Right
Juan Angulo,77,RB,30,180,72,1,80,75,65,77,75,80,Right
Sean Klaiber,79,RB,24,184,76,1,82,73,69,74,77,83,Right
Antonio Valencia,85,RB,33,180,83,2,89,84,70,80,81,86,Right
Joshua Kimmich,85,RB,23,176,70,2,76,86,71,89,83,78,Right
Antonio Valencia,83,RB,33,180,83,2,87,81,65,75,78,85,Right
Nathaniel Clyne,82,RB,27,175,67,2,83,77,61,71,80,76,Right
S?©amus Coleman,81,RB,29,177,67,2,73,78,66,72,80,77,Right
Oscar De Marcos Arana,81,RB,29,180,76,2,86,78,62,73,74,79,Right
Mario Gaspar P?©rez Mart??nez,81,RB,27,182,74,2,81,73,70,70,80,81,Right
Serge Aurier,81,RB,25,176,76,2,84,77,66,73,78,84,Right
Thomas Meunier,81,RB,27,190,88,2,76,77,74,75,78,84,Right
Joshua Kimmich,81,RB,23,176,70,2,70,80,67,82,77,72,Right
N?©lson Cabral Semedo,81,RB,24,177,67,2,92,80,57,68,76,71,Right
Du?°an Basta,80,RB,34,183,72,2,76,76,67,71,80,76,Right
Igor Smolnikov,80,RB,30,178,70,2,87,73,61,75,76,74,Right
Rafael Pereira da Silva,79,RB,28,172,78,2,81,78,59,72,75,78,Right
S?©bastien Corchia,79,RB,27,175,67,2,77,76,65,75,77,72,Right
Djibril Sidib?©,79,RB,26,182,71,2,80,75,67,74,76,79,Right
C?©dric Ricardo Alves Soares,79,RB,27,172,67,2,82,76,67,72,76,72,Right
?†ime Vrsaljko,79,RB,26,183,73,2,81,72,55,72,77,77,Right
Jo?£o Pedro Cavaco Cancelo,79,RB,24,182,72,2,92,79,65,75,73,71,Right
Davide Zappacosta,79,RB,26,182,70,2,82,75,66,70,75,76,Right
Ignazio Abate,78,RB,31,180,73,2,85,77,52,71,74,75,Right
Danilo Luiz da Silva,78,RB,27,184,78,2,78,74,70,71,76,79,Right
Mitchell Weiser,78,RB,24,176,67,2,84,83,62,75,72,70,Right
Aleix Vidal Parreu,76,RB,29,177,69,2,91,80,67,72,69,70,Right
Renat Yanbaev,76,RB,34,178,71,2,89,68,59,68,72,67,Right
Tony Jantschke,76,RB,28,177,76,2,64,68,41,64,81,74,Right
